input,Task Priority,Task Complexity,Required Skills,Deadline,NTS_skills,importance
"Refactor an existing codebase built with Big Data to optimize performance and scalability.
Work will include integrating with Collaboration and updating deployment using Git.
Coordinate with stakeholders in the Marketing department. Deadline: sales.",high,5,"Big Data, Collaboration, Git, Marketing",11/12/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 2, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with CRM to optimize performance and scalability.
Work will include integrating with CSS and updating deployment using NumPy.
Coordinate with stakeholders in the Marketing department. Deadline: engineering.",low,7,"CRM, CSS, NumPy, Marketing",11/26/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 3, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using Power BI and NumPy to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the NLP and TypeScript teams. Target completion date: marketing.",medium,7,"Power BI, NumPy, NLP, TypeScript",11/21/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 4, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Build an internal web app using Machine Learning, integrated with Leadership for authentication and NumPy for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the HTML team. Final submission expected by design.",medium,7,"Machine Learning, Leadership, NumPy, HTML",11/24/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 4}"
"Refactor an existing codebase built with Python to optimize performance and scalability.
Work will include integrating with UI/UX Design and updating deployment using Data Analysis.
Coordinate with stakeholders in the Security department. Deadline: HR.",high,7,"Python, UI/UX Design, Data Analysis, Security",11/25/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 2, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 3, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Refactor an existing codebase built with Big Data to optimize performance and scalability.
Work will include integrating with SEO and updating deployment using Azure.
Coordinate with stakeholders in the Business Intelligence department. Deadline: marketing.",medium,5,"Big Data, SEO, Azure, Business Intelligence",11/19/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 3, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Develop an interactive dashboard using HTML and TypeScript to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Pandas and NumPy teams to finalize metrics.
The project is due by marketing.",high,6,"HTML, TypeScript, Pandas, NumPy",11/17/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 1, ""ownership"": 4, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using Kubernetes and REST APIs to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Communication and TypeScript teams. Target completion date: BI.",low,6,"Kubernetes, REST APIs, Communication, TypeScript",11/22/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 2, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 2, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 1, ""collaboration"": 4, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 2}"
"Design and deploy a machine learning model using REST APIs and UI/UX Design to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the Data Analysis and CSS teams. Target completion date: HR.",high,5,"REST APIs, UI/UX Design, Data Analysis, CSS",11/22/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 3, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 1, ""ownership"": 4, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 5, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Build an internal web app using Docker, integrated with Node.js for authentication and Flask for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the SEO team. Final submission expected by sales.",high,7,"Docker, Node.js, Flask, SEO",11/25/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using Flask and Docker to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the SQL and Kubernetes teams to finalize metrics.
The project is due by marketing.",high,6,"Flask, Docker, SQL, Kubernetes",12/11/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 2}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with PyTorch and Figma, integrating campaign data from GraphQL.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the JIRA team regularly. Complete this by marketing.",medium,3,"PyTorch, Figma, GraphQL, JIRA",12/13/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 3, ""collaboration"": 2, ""reasoning"": 2, ""risk_awareness"": 5, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with HTML and Problem Solving, integrating campaign data from Agile.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the JIRA team regularly. Complete this by BI.",medium,6,"HTML, Problem Solving, Agile, JIRA",11/17/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 5, ""planning"": 1, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 2, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Design and deploy a machine learning model using Figma and MongoDB to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the SQL and Power BI teams. Target completion date: design.",high,4,"Figma, MongoDB, SQL, Power BI",11/12/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 3}"
"Build an internal web app using Collaboration, integrated with Big Data for authentication and Cloud Computing for database storage.
Include user role-based access control and ensure mobile responsiveness.
Collaborate closely with the React team. Final submission expected by BI.",medium,9,"Collaboration, Big Data, Cloud Computing, React",11/25/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 4, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Develop a marketing analytics solution with REST APIs and Agile, integrating campaign data from Debugging.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Python team regularly. Complete this by legal.",medium,7,"REST APIs, Agile, Debugging, Python",11/11/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 4, ""communication"": 3, ""planning"": 2, ""collaboration"": 4, ""reasoning"": 2, ""risk_awareness"": 4, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
"Design and deploy a machine learning model using Kubernetes and Problem Solving to predict business outcomes.
The model should be trained on company data, evaluated using appropriate metrics, and visualized via dashboards.
Work with the REST APIs and SEO teams. Target completion date: engineering.",low,9,"Kubernetes, Problem Solving, REST APIs, SEO",11/22/2025 17:00,"{""ambiguity_tolerance"": 4, ""communication"": 2, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 5, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 4, ""collaboration"": 2, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 2}"
"Refactor an existing codebase built with NLP to optimize performance and scalability.
Work will include integrating with Agile and updating deployment using AWS.
Coordinate with stakeholders in the Collaboration department. Deadline: engineering.",medium,4,"NLP, Agile, AWS, Collaboration",11/12/2025 17:00,"{""ambiguity_tolerance"": 5, ""communication"": 4, ""planning"": 1, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 4}","{""ambiguity_tolerance"": 1, ""communication"": 5, ""planning"": 4, ""collaboration"": 3, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Power BI and TensorFlow, integrating campaign data from Django.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Excel team regularly. Complete this by HR.",high,6,"Power BI, TensorFlow, Django, Excel",11/23/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 4, ""planning"": 4, ""collaboration"": 4, ""reasoning"": 4, ""risk_awareness"": 2, ""ownership"": 4, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 2, ""communication"": 5, ""planning"": 5, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 5, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using Big Data and Project Management to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the NumPy and Agile teams to finalize metrics.
The project is due by marketing.",medium,7,"Big Data, Project Management, NumPy, Agile",11/26/2025 17:00,"{""ambiguity_tolerance"": 2, ""communication"": 4, ""planning"": 5, ""collaboration"": 2, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 2, ""stakeholder_mgmt"": 5}","{""ambiguity_tolerance"": 3, ""communication"": 5, ""planning"": 5, ""collaboration"": 3, ""reasoning"": 5, ""risk_awareness"": 3, ""ownership"": 3, ""stakeholder_mgmt"": 5}"
"Develop a marketing analytics solution with Problem Solving and React, integrating campaign data from TypeScript.
The deliverable includes dashboards, automated reports, and presentation slides.
Sync with the Pandas team regularly. Complete this by marketing.",medium,3,"Problem Solving, React, TypeScript, Pandas",11/30/2025 17:00,"{""ambiguity_tolerance"": 1, ""communication"": 4, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 2, ""ownership"": 2, ""stakeholder_mgmt"": 1}","{""ambiguity_tolerance"": 1, ""communication"": 3, ""planning"": 4, ""collaboration"": 5, ""reasoning"": 3, ""risk_awareness"": 3, ""ownership"": 4, ""stakeholder_mgmt"": 5}"
"Develop an interactive dashboard using Testing and REST APIs to visualize real-time data across departments.
The dashboard should include filtering, drill-downs, and export functionality.
You will coordinate with the Agile and Marketing teams to finalize metrics.
The project is due by marketing.",medium,9,"Testing, REST APIs, Agile, Marketing",11/14/2025 17:00,"{""ambiguity_tolerance"": 3, ""communication"": 3, ""planning"": 3, ""collaboration"": 5, ""reasoning"": 4, ""risk_awareness"": 3, ""ownership"": 5, ""stakeholder_mgmt"": 3}","{""ambiguity_tolerance"": 4, ""communication"": 4, ""planning"": 5, ""collaboration"": 4, ""reasoning"": 5, ""risk_awareness"": 2, ""ownership"": 3, ""stakeholder_mgmt"": 4}"
